part,area,repo_module,status,test_status,external_trace_status,next_action
AEF-TIM,automation-authority-and-safe-state,src/isobus/tim.rs,implemented-needs-standard-tests,standard-suite,missing,maintain TIM authority state matrix and finish external TIM peer evidence
AEF-TIM,tim-unsupported-option-request-no-mutation,src/isobus/tim.rs,complete,standard-suite,none,maintain tim_unsupported_option_requests_do_not_mutate_authority_state
AEF-TIM,tim-invalid-source-ingress-validation,src/isobus/tim.rs,complete,standard-suite,none,maintain tim_status_and_command_decoders_reject_invalid_sources_before_cache_use tim_stack_rejects_invalid_source_commands_without_events_or_cache_use
AEF-TIM,tim-revoked-authority-fresh-request-cycle,src/isobus/tim.rs,complete,standard-suite,none,maintain tim_revoked_authority_requires_fresh_request_before_commanding_again
AEF-TIM,tim-deny-revoke-safe-state-cycle,src/isobus/tim.rs,complete,standard-suite,none,maintain tim_denied_or_manually_revoked_authority_blocks_commands_until_new_request_cycle
AEF-TIM,tim-authority-rerequest-narrows-command-grant,src/isobus/tim.rs,complete,standard-suite,none,maintain tim_authority_rerequest_narrows_pending_and_granted_commands
AEF-TIM,tim-empty-authority-request-rejection,src/isobus/tim.rs,complete,standard-suite,none,maintain tim_empty_authority_request_does_not_create_command_grant
AEF-TIM,tim-command-option-mapping-coverage,src/isobus/tim.rs,complete,standard-suite,none,maintain tim_command_option_mapping_covers_each_defined_authority_bit
AEF-TIM,tim-pto-hitch-status-pgn-envelope,src/isobus/tim.rs,complete,standard-suite,none,maintain tim_status_and_command_decoders_reject_invalid_sources_before_cache_use including PTO hitch and PDU2 destination binding checks
AEF-TIM,tim-aux-valve-pgn-group-validation,src/isobus/tim.rs,complete,standard-suite,none,maintain tim_aux_valve_status_requires_matching_pgn_group_before_cache_update
NMEA2000,selected-pgn-subset,src/nmea,implemented-needs-standard-tests,standard-suite,missing,maintain selected PGN state matrix and finish external GNSS/environment trace evidence
NMEA2000,selected-pgn-ingress-envelope-gate,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_selected_pgns_ignore_invalid_sources_before_events_or_cache_update including PDU2 destination metadata
NMEA2000,selected-pgn-config-listen-gates,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_selected_pgn_config_gates_ignore_disabled_groups_without_cache_or_events
NMEA2000,selected-pgn-sequence-id-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_selected_sequence_ids_reject_reserved_values_before_events_or_cache_update
NMEA2000,selected-categorical-field-reserved-value-validation,src/nmea/interface.rs;src/nmea/definitions.rs,complete,standard-suite,none,maintain nmea2000_selected_categorical_fields_reject_reserved_values_before_events
NMEA2000,fast-packet-tx-sequence-counter-wrap,src/net/fast_packet.rs,complete,standard-suite,none,maintain nmea2000_fast_packet_transmit_sequence_counter_wraps_three_bit_field
NMEA2000,fast-packet-interleaved-session-keying,src/net/fast_packet.rs,complete,standard-suite,none,maintain nmea2000_fast_packet_reassembles_interleaved_sources_and_sequences_independently
NMEA2000,fast-packet-classic-frame-length-validation,src/net/fast_packet.rs,complete,standard-suite,none,maintain nmea2000_fast_packet_rejects_non_classic_frame_lengths_before_session_mutation
NMEA2000,fast-packet-rx-sequence-and-timeout-validation,src/net/fast_packet.rs,complete,standard-suite,none,maintain nmea2000_fast_packet_rejects_malformed_receive_sequences_without_partial_delivery and nmea2000_fast_packet_timeout_boundary_drops_incomplete_receive_sessions
NMEA2000,management-invalid-peer-address-rejection,src/nmea/n2k_management.rs,complete,standard-suite,none,maintain nmea2000_management_rejects_invalid_peer_addresses_before_events_or_pending_state
NMEA2000,management-pdu2-envelope-destination-validation,src/nmea/n2k_management.rs,complete,standard-suite,none,maintain nmea2000_management_rejects_invalid_pdu2_destinations_before_events_or_pending_state
NMEA2000,management-malformed-response-pending-state,src/nmea/n2k_management.rs,complete,standard-suite,none,maintain nmea2000_management_malformed_responses_do_not_clear_pending_requests
NMEA2000,management-distinct-requested-pgn-tracking,src/nmea/n2k_management.rs,complete,standard-suite,none,maintain nmea2000_management_tracks_distinct_requested_pgns_for_same_peer
NMEA2000,management-request-timeout-and-retry-scope,src/nmea/n2k_management.rs,complete,standard-suite,none,maintain nmea2000_management_request_timeouts_remove_only_expired_pending_entries
NMEA2000,management-heartbeat-sequence-and-invalid-interval,src/nmea/n2k_management.rs,complete,standard-suite,none,maintain nmea2000_management_heartbeat_sequence_wrap_and_invalid_interval_are_state_safe
NMEA2000,management-product-info-fixed-field-boundaries,src/nmea/n2k_management.rs,complete,standard-suite,none,maintain nmea2000_management_product_info_fixed_field_boundaries_are_canonical
NMEA2000,management-product-info-fixed-field-padding,src/nmea/n2k_management.rs,complete,standard-suite,none,maintain nmea2000_management_product_info_rejects_hidden_fixed_field_garbage
NMEA2000,management-config-info-length-prefix-boundaries,src/nmea/n2k_management.rs,complete,standard-suite,none,maintain nmea2000_management_config_info_length_prefixes_are_canonical
NMEA2000,attitude-axis-availability-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_attitude_rejects_unavailable_axes_before_event_or_cache_update
NMEA2000,battery-status-voltage-current-special-field-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_battery_status_voltage_is_unsigned_and_current_remains_signed
NMEA2000,cog-sog-reference-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_cog_sog_rejects_reserved_reference_before_event_or_cache_update including packed high-bit reference bytes
NMEA2000,cog-sog-numeric-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_cog_sog_rejects_reserved_numeric_special_values_before_event_or_cache_update
NMEA2000,circular-angle-range-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_cog_sog_rejects_reserved_numeric_special_values_before_event_or_cache_update nmea2000_vessel_heading_rejects_numeric_special_values_before_event_or_cache_update nmea2000_wind_data_rejects_reserved_numeric_special_values_before_event
NMEA2000,engine-rapid-numeric-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_engine_rapid_rejects_reserved_numeric_special_values_before_event
NMEA2000,engine-rapid-tilt-trim-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_engine_rapid_rejects_reserved_numeric_special_values_before_event tilt trim assertions
NMEA2000,engine-rapid-tilt-trim-range-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_engine_rapid_rejects_reserved_numeric_special_values_before_event signed range assertions
NMEA2000,fluid-level-numeric-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_fluid_level_rejects_reserved_numeric_special_values_before_event
NMEA2000,gnss-dops-mode-byte-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_gnss_dops_mode_byte_rejects_reserved_values_before_event_or_cache_update
NMEA2000,gnss-dop-special-field-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_gnss_dop_fields_reject_reserved_and_do_not_emit_negative_values covering GNSS DOP and position-detail DOP fields
NMEA2000,gnss-position-detail-fix-method-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_detail_rejects_reserved_fix_method_before_event_or_cache_update
NMEA2000,gnss-position-detail-defined-fix-method-coverage,src/nmea/interface.rs;src/nmea/definitions.rs,complete,standard-suite,none,maintain nmea2000_position_detail_accepts_defined_manual_and_simulated_fix_methods
NMEA2000,gnss-position-detail-system-validation,src/nmea/interface.rs;src/nmea/definitions.rs,complete,standard-suite,none,maintain nmea2000_position_detail_rejects_reserved_gnss_system_before_cache_update
NMEA2000,gnss-position-detail-defined-system-coverage,src/nmea/interface.rs;src/nmea/definitions.rs,complete,standard-suite,none,maintain nmea2000_position_detail_rejects_reserved_gnss_system_before_cache_update defined system assertions
NMEA2000,gnss-position-detail-reference-station-count-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_detail_rejects_reserved_reference_station_count_before_cache_update
NMEA2000,gnss-position-detail-reference-station-type-validation,src/nmea/interface.rs;src/nmea/definitions.rs,complete,standard-suite,none,maintain nmea2000_position_detail_rejects_reserved_reference_station_type_before_cache_update and public ReferenceStationType strict decoder consistency
NMEA2000,gnss-position-detail-reference-station-age-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_detail_rejects_reference_station_reserved_age_before_cache_update
NMEA2000,gnss-position-detail-integrity-reserved-bit-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_detail_rejects_noncanonical_integrity_reserved_bits_before_cache_update
NMEA2000,gnss-position-detail-geoidal-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_detail_rejects_geoidal_special_values_before_cache_update
NMEA2000,gnss-position-detail-date-time-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_detail_rejects_reserved_date_time_values_before_cache_update
NMEA2000,gnss-position-detail-time-of-day-range-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_detail_rejects_out_of_range_time_of_day_before_cache_update
NMEA2000,gnss-position-detail-coordinate-range-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_detail_rejects_out_of_range_coordinates_before_cache_update
NMEA2000,gnss-position-detail-satellite-count-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_detail_rejects_reserved_satellite_count_before_cache_update
NMEA2000,gnss-position-detail-signed-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_detail_rejects_signed_special_values_before_event_or_cache_update
NMEA2000,gnss-position-delta-time-and-signed-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_delta_rejects_signed_reserved_values_before_event_or_cache_update
NMEA2000,gnss-position-rapid-coordinate-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_rapid_rejects_reserved_coordinate_values_before_event_or_cache_update
NMEA2000,gnss-position-rapid-coordinate-range-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_rapid_rejects_out_of_range_coordinates_before_cache_update
NMEA2000,gnss-position-rapid-builder-coordinate-range-canonicalization,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_position_rapid_rejects_out_of_range_coordinates_before_cache_update builder assertions
NMEA2000,selected-builder-reserved-sid-and-source-canonicalization,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_selected_builders_do_not_emit_reserved_sequence_ids_or_pressure_source
NMEA2000,selected-builder-u8-scalar-special-field-canonicalization,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_selected_u8_scalar_builders_encode_nonfinite_as_unavailable
NMEA2000,humidity-unsigned-special-field-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_humidity_rejects_reserved_and_does_not_emit_negative_percent
NMEA2000,magnetic-variation-age-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_magnetic_variation_rejects_reserved_age_before_event
NMEA2000,navigation-signed-reserved-numeric-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_signed_navigation_fields_reject_reserved_special_values_before_events_or_cache_update
NMEA2000,navigation-auxiliary-classic-frame-canonicalization,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_navigation_auxiliary_frames_reject_short_or_noncanonical_tail_before_mutation
NMEA2000,public-enum-strict-try-decoders,src/nmea/definitions.rs,complete,standard-suite,none,maintain nmea2000_public_try_decoders_reject_noncanonical_packed_bytes across all public NMEA repr_u8 enum categories
NMEA2000,outside-environmental-numeric-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_outside_environmental_rejects_reserved_numeric_special_values_before_event
NMEA2000,pressure-source-reserved-value-validation,src/nmea/interface.rs;src/nmea/definitions.rs,complete,standard-suite,none,maintain nmea2000_pressure_rejects_reserved_source_before_event
NMEA2000,pressure-signed-reserved-numeric-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_signed_numeric_fields_reject_reserved_special_values_before_event
NMEA2000,speed-water-numeric-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_speed_water_rejects_reserved_numeric_special_values_before_event
NMEA2000,system-time-numeric-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_system_time_rejects_reserved_date_time_values_before_event
NMEA2000,system-time-time-of-day-range-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_system_time_rejects_out_of_range_time_of_day_before_event
NMEA2000,temperature-numeric-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_temperature_rejects_reserved_numeric_special_values_before_event
NMEA2000,vessel-heading-numeric-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_vessel_heading_rejects_numeric_special_values_before_event_or_cache_update
NMEA2000,vessel-heading-reference-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_vessel_heading_rejects_reserved_reference_before_event_or_cache_update including packed high-bit reference bytes
NMEA2000,water-depth-measurement-offset-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_water_depth_rejects_reserved_depth_and_offset_values_before_event
NMEA2000,water-depth-range-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_water_depth_rejects_reserved_range_values_before_event
NMEA2000,wind-data-reference-byte-validation,src/nmea/interface.rs;src/nmea/definitions.rs,complete,standard-suite,none,maintain nmea2000_wind_data_rejects_noncanonical_reference_bytes_before_event
NMEA2000,wind-data-numeric-special-value-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_wind_data_rejects_reserved_numeric_special_values_before_event
NMEA2000,xte-mode-byte-reserved-bit-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_xte_mode_byte_rejects_reserved_bits_before_event
NMEA2000,xte-signed-reserved-numeric-validation,src/nmea/interface.rs,complete,standard-suite,none,maintain nmea2000_signed_numeric_fields_reject_reserved_special_values_before_event
NMEA2000,nmea0183-serial-gnss-field-canonicalization,src/nmea/serial_gnss.rs,complete,standard-suite,none,maintain nmea0183_serial_gnss_rejects_noncanonical_units_and_nonfinite_numbers_before_state_mutation including GGA quality RMC date variation optional data-mode GSA satellite/system fields and GSV satellite group checks
Bindings,public-language-facades,src/ffi.rs;src/python/mod.rs,complete,standard-suite,none,maintain bindings_public_facade_matrix_covers_complete_standard_rows_and_pins_c_abi_v2 and opt-in facade defaults
Evidence,external-evidence-gap-map,tests/fixtures/evidence/gap_external_evidence_map.txt;tests/fixtures/evidence/public_data_requirements.txt,complete,standard-suite,none,maintain external_evidence_map_covers_every_missing_gap_matrix_trace_row and public_data_requirements_are_explicit_and_do_not_point_at_private_sources
Evidence,conformance-claims-and-release-gates,docs+tests,complete,standard-suite,none,maintain make_verify_runs_standard_hardening_gates and package evidence checks
ISO11783-6,vt-render-coverage-ledger,src/isobus/vt/render;book/src/reference/assets/vt_object_render_coverage.csv,complete,standard-suite,none,maintain vt_render_loads_validates_and_builds_scene vt_render_never_panics_on_malformed_bytes vt_render_reports_unsupported_object_types_safely and coverage_ledger_classifies_every_object_type_present before full product claim
